All Cancer Sites Combined,1999,Alabama,9 506
All Cancer Sites Combined,1999,Alaska,633
All Cancer Sites Combined,1999,Arizona,9 006
All Cancer Sites Combined,1999,Arkansas,6 137
All Cancer Sites Combined,1999,California,53 064
All Cancer Sites Combined,1999,Colorado,5 862
All Cancer Sites Combined,1999,Connecticut,7 054
All Cancer Sites Combined,1999,Delaware,1 737
All Cancer Sites Combined,1999,District of Columbia,1 340
All Cancer Sites Combined,1999,Florida,38 477
All Cancer Sites Combined,1999,Georgia,13 225
All Cancer Sites Combined,1999,Hawaii,1 916
All Cancer Sites Combined,1999,Idaho,2 162
All Cancer Sites Combined,1999,Illinois,25 024
All Cancer Sites Combined,1999,Indiana,12 898
All Cancer Sites Combined,1999,Iowa,6 346
All Cancer Sites Combined,1999,Kansas,5 334
All Cancer Sites Combined,1999,Kentucky,8 925
All Cancer Sites Combined,1999,Louisiana,9 412
All Cancer Sites Combined,1999,Maine,3 035
All Cancer Sites Combined,1999,Maryland,10 143
All Cancer Sites Combined,1999,Massachusetts,13 853
All Cancer Sites Combined,1999,Michigan,19 744
All Cancer Sites Combined,1999,Minnesota,8 892
All Cancer Sites Combined,1999,Mississippi,6 143
All Cancer Sites Combined,1999,Missouri,12 186
All Cancer Sites Combined,1999,Montana,1 854
All Cancer Sites Combined,1999,Nebraska,3 410
All Cancer Sites Combined,1999,Nevada,3 556
All Cancer Sites Combined,1999,NewHampshire,2 408
All Cancer Sites Combined,1999,NewJersey,18 177
All Cancer Sites Combined,1999,NewMexico,2 857
All Cancer Sites Combined,1999,NewYork,37 609
All Cancer Sites Combined,1999,NorthCarolina,15 815
All Cancer Sites Combined,1999,NorthDakota,1 366
All Cancer Sites Combined,1999,Ohio,25 233
All Cancer Sites Combined,1999,Oklahoma,7 312
All Cancer Sites Combined,1999,Oregon,6 905
All Cancer Sites Combined,1999,Pennsylvania,30 311
All Cancer Sites Combined,1999,RhodeIsland,2 463
All Cancer Sites Combined,1999,SouthCarolina,8 089
All Cancer Sites Combined,1999,SouthDakota,1 632
All Cancer Sites Combined,1999,Tennessee,11 941
All Cancer Sites Combined,1999,Texas,32 755
All Cancer Sites Combined,1999,Utah,2 393
All Cancer Sites Combined,1999,Vermont,1 255
All Cancer Sites Combined,1999,Virginia,13 365
All Cancer Sites Combined,1999,Washington,10 653
All Cancer Sites Combined,1999,WestVirginia,4 762
All Cancer Sites Combined,1999,Wisconsin,10 755
All Cancer Sites Combined,1999,Wyoming,899
All Cancer Sites Combined,2000,Alabama,9 807
All Cancer Sites Combined,2000,Alaska,704
All Cancer Sites Combined,2000,Arizona,9 073
All Cancer Sites Combined,2000,Arkansas,6 090
All Cancer Sites Combined,2000,California,53 155
All Cancer Sites Combined,2000,Colorado,5 922
All Cancer Sites Combined,2000,Connecticut,7 065
All Cancer Sites Combined,2000,Delaware,1 609
All Cancer Sites Combined,2000,District of Columbia,1 335
All Cancer Sites Combined,2000,Florida,39 183
All Cancer Sites Combined,2000,Georgia,13 690
All Cancer Sites Combined,2000,Hawaii,1 943
All Cancer Sites Combined,2000,Idaho,2 128
All Cancer Sites Combined,2000,Illinois,25 365
All Cancer Sites Combined,2000,Indiana,12 842
All Cancer Sites Combined,2000,Iowa,6 448
All Cancer Sites Combined,2000,Kansas,5 223
All Cancer Sites Combined,2000,Kentucky,9 207
All Cancer Sites Combined,2000,Louisiana,9 400
All Cancer Sites Combined,2000,Maine,3 070
All Cancer Sites Combined,2000,Maryland,10 289
All Cancer Sites Combined,2000,Massachusetts,14 027
All Cancer Sites Combined,2000,Michigan,19 798
All Cancer Sites Combined,2000,Minnesota,9 215
All Cancer Sites Combined,2000,Mississippi,6 075
All Cancer Sites Combined,2000,Missouri,12 144
All Cancer Sites Combined,2000,Montana,1 867
All Cancer Sites Combined,2000,Nebraska,3 382
All Cancer Sites Combined,2000,Nevada,3 762
All Cancer Sites Combined,2000,New Hampshire,2 484
All Cancer Sites Combined,2000,New Jersey,18 072
All Cancer Sites Combined,2000,New Mexico,2 905
All Cancer Sites Combined,2000,New York,37 197
All Cancer Sites Combined,2000,North Carolina,15 785
All Cancer Sites Combined,2000,North Dakota,1 346
All Cancer Sites Combined,2000,Ohio,24 988
All Cancer Sites Combined,2000,Oklahoma,7 402
All Cancer Sites Combined,2000,Oregon,6 951
All Cancer Sites Combined,2000,Pennsylvania,30 160
All Cancer Sites Combined,2000,Rhode Island,2 433
All Cancer Sites Combined,2000,South Carolina,8 250
All Cancer Sites Combined,2000,South Dakota,1 597
All Cancer Sites Combined,2000,Tennessee,12 339
All Cancer Sites Combined,2000,Texas,33 300
All Cancer Sites Combined,2000,Utah,2 358
All Cancer Sites Combined,2000,Vermont,1 240
All Cancer Sites Combined,2000,Virginia,13 528
All Cancer Sites Combined,2000,Washington,10 668
All Cancer Sites Combined,2000,West Virginia,4 753
All Cancer Sites Combined,2000,Wisconsin,10 638
All Cancer Sites Combined,2000,Wyoming,868
All Cancer Sites Combined,2001,Alabama,9 801
All Cancer Sites Combined,2001,Alaska,689
All Cancer Sites Combined,2001,Arizona,9 142
All Cancer Sites Combined,2001,Arkansas,6 091
All Cancer Sites Combined,2001,California,53 923
All Cancer Sites Combined,2001,Colorado,6 145
All Cancer Sites Combined,2001,Connecticut,7 093
All Cancer Sites Combined,2001,Delaware,1 786
All Cancer Sites Combined,2001,District of Columbia,1 327
All Cancer Sites Combined,2001,Florida,39 088
All Cancer Sites Combined,2001,Georgia,13 818
All Cancer Sites Combined,2001,Hawaii,2 024
All Cancer Sites Combined,2001,Idaho,2 093
All Cancer Sites Combined,2001,Illinois,24 778
All Cancer Sites Combined,2001,Indiana,12 831
All Cancer Sites Combined,2001,Iowa,6 404
All Cancer Sites Combined,2001,Kansas,5 448
All Cancer Sites Combined,2001,Kentucky,9 358
All Cancer Sites Combined,2001,Louisiana,9 517
All Cancer Sites Combined,2001,Maine,3 045
All Cancer Sites Combined,2001,Maryland,10 322
All Cancer Sites Combined,2001,Massachusetts,13 750
All Cancer Sites Combined,2001,Michigan,19 689
All Cancer Sites Combined,2001,Minnesota,8 967
All Cancer Sites Combined,2001,Mississippi,5 958
All Cancer Sites Combined,2001,Missouri,12 365
All Cancer Sites Combined,2001,Montana,1 956
All Cancer Sites Combined,2001,Nebraska,3 389
All Cancer Sites Combined,2001,Nevada,3 814
All Cancer Sites Combined,2001,New Hampshire,2 398
All Cancer Sites Combined,2001,New Jersey,18 164
All Cancer Sites Combined,2001,New Mexico,2 900
All Cancer Sites Combined,2001,New York,36 975
All Cancer Sites Combined,2001,North Carolina,16 065
All Cancer Sites Combined,2001,North Dakota,1 391
All Cancer Sites Combined,2001,Ohio,24 804
All Cancer Sites Combined,2001,Oklahoma,7 411
All Cancer Sites Combined,2001,Oregon,7 057
All Cancer Sites Combined,2001,Pennsylvania,29 913
All Cancer Sites Combined,2001,Rhode Island,2 398
All Cancer Sites Combined,2001,South Carolina,8 272
All Cancer Sites Combined,2001,South Dakota,1 590
All Cancer Sites Combined,2001,Tennessee,12 229
All Cancer Sites Combined,2001,Texas,33 488
All Cancer Sites Combined,2001,Utah,2 313
All Cancer Sites Combined,2001,Vermont,1 249
All Cancer Sites Combined,2001,Virginia,13 345
All Cancer Sites Combined,2001,Washington,10 802
All Cancer Sites Combined,2001,West Virginia,4 685
All Cancer Sites Combined,2001,Wisconsin,10 777
All Cancer Sites Combined,2001,Wyoming,923
All Cancer Sites Combined,2002,Alabama,9 698
All Cancer Sites Combined,2002,Alaska,715
All Cancer Sites Combined,2002,Arizona,9 359
All Cancer Sites Combined,2002,Arkansas,6 282
All Cancer Sites Combined,2002,California,54 143
All Cancer Sites Combined,2002,Colorado,6 384
All Cancer Sites Combined,2002,Connecticut,7 163
All Cancer Sites Combined,2002,Delaware,1 621
All Cancer Sites Combined,2002,District of Columbia,1 296
All Cancer Sites Combined,2002,Florida,39 139
All Cancer Sites Combined,2002,Georgia,13 975
All Cancer Sites Combined,2002,Hawaii,1 945
All Cancer Sites Combined,2002,Idaho,2 138
All Cancer Sites Combined,2002,Illinois,24 737
All Cancer Sites Combined,2002,Indiana,12 865
All Cancer Sites Combined,2002,Iowa,6 473
All Cancer Sites Combined,2002,Kansas,5 362
All Cancer Sites Combined,2002,Kentucky,9 438
All Cancer Sites Combined,2002,Louisiana,9 441
All Cancer Sites Combined,2002,Maine,3 206
All Cancer Sites Combined,2002,Maryland,10 395
All Cancer Sites Combined,2002,Massachusetts,13 914
All Cancer Sites Combined,2002,Michigan,19 985
All Cancer Sites Combined,2002,Minnesota,9 210
All Cancer Sites Combined,2002,Mississippi,6 069
All Cancer Sites Combined,2002,Missouri,12 322
All Cancer Sites Combined,2002,Montana,1 911
All Cancer Sites Combined,2002,Nebraska,3 433
All Cancer Sites Combined,2002,Nevada,3 937
All Cancer Sites Combined,2002,New Hampshire,2 529
All Cancer Sites Combined,2002,New Jersey,17 827
All Cancer Sites Combined,2002,New Mexico,3 067
All Cancer Sites Combined,2002,New York,36 660
All Cancer Sites Combined,2002,North Carolina,16 210
All Cancer Sites Combined,2002,North Dakota,1 293
All Cancer Sites Combined,2002,Ohio,25 173
All Cancer Sites Combined,2002,Oklahoma,7 474
All Cancer Sites Combined,2002,Oregon,7 249
All Cancer Sites Combined,2002,Pennsylvania,29 849
All Cancer Sites Combined,2002,Rhode Island,2 403
All Cancer Sites Combined,2002,South Carolina,8 333
All Cancer Sites Combined,2002,South Dakota,1 562
All Cancer Sites Combined,2002,Tennessee,12 518
All Cancer Sites Combined,2002,Texas,34 164
All Cancer Sites Combined,2002,Utah,2 376
All Cancer Sites Combined,2002,Vermont,1 224
All Cancer Sites Combined,2002,Virginia,13 600
All Cancer Sites Combined,2002,Washington,10 858
All Cancer Sites Combined,2002,West Virginia,4 652
All Cancer Sites Combined,2002,Wisconsin,10 828
All Cancer Sites Combined,2002,Wyoming,859
All Cancer Sites Combined,2003,Alabama,9 812
All Cancer Sites Combined,2003,Alaska,735
All Cancer Sites Combined,2003,Arizona,9 625
All Cancer Sites Combined,2003,Arkansas,6 119
All Cancer Sites Combined,2003,California,54 319
All Cancer Sites Combined,2003,Colorado,6 417
All Cancer Sites Combined,2003,Connecticut,7 130
All Cancer Sites Combined,2003,Delaware,1 719
All Cancer Sites Combined,2003,District of Columbia,1 122
All Cancer Sites Combined,2003,Florida,39 404
All Cancer Sites Combined,2003,Georgia,14 032
All Cancer Sites Combined,2003,Hawaii,2 133
All Cancer Sites Combined,2003,Idaho,2 321
All Cancer Sites Combined,2003,Illinois,24 464
All Cancer Sites Combined,2003,Indiana,12 929
All Cancer Sites Combined,2003,Iowa,6 469
All Cancer Sites Combined,2003,Kansas,5 332
All Cancer Sites Combined,2003,Kentucky,9 378
All Cancer Sites Combined,2003,Louisiana,9 532
All Cancer Sites Combined,2003,Maine,3 120
All Cancer Sites Combined,2003,Maryland,10 292
All Cancer Sites Combined,2003,Massachusetts,13 551
All Cancer Sites Combined,2003,Michigan,19 713
All Cancer Sites Combined,2003,Minnesota,9 183
All Cancer Sites Combined,2003,Mississippi,5 960
All Cancer Sites Combined,2003,Missouri,12 353
All Cancer Sites Combined,2003,Montana,1 847
All Cancer Sites Combined,2003,Nebraska,3 339
All Cancer Sites Combined,2003,Nevada,4 137
All Cancer Sites Combined,2003,New Hampshire,2 485
All Cancer Sites Combined,2003,New Jersey,17 957
All Cancer Sites Combined,2003,New Mexico,3 103
All Cancer Sites Combined,2003,New York,36 238
All Cancer Sites Combined,2003,North Carolina,16 145
All Cancer Sites Combined,2003,North Dakota,1 334
All Cancer Sites Combined,2003,Ohio,25 076
All Cancer Sites Combined,2003,Oklahoma,7 338
All Cancer Sites Combined,2003,Oregon,7 232
All Cancer Sites Combined,2003,Pennsylvania,29 839
All Cancer Sites Combined,2003,Rhode Island,2 328
All Cancer Sites Combined,2003,South Carolina,8 512
All Cancer Sites Combined,2003,South Dakota,1 636
All Cancer Sites Combined,2003,Tennessee,12 613
All Cancer Sites Combined,2003,Texas,33 867
All Cancer Sites Combined,2003,Utah,2 444
All Cancer Sites Combined,2003,Vermont,1 210
All Cancer Sites Combined,2003,Virginia,13 781
All Cancer Sites Combined,2003,Washington,11 064
All Cancer Sites Combined,2003,West Virginia,4 610
All Cancer Sites Combined,2003,Wisconsin,10 648
All Cancer Sites Combined,2003,Wyoming,943
All Cancer Sites Combined,2004,Alabama,9 756
All Cancer Sites Combined,2004,Alaska,728
All Cancer Sites Combined,2004,Arizona,9 618
All Cancer Sites Combined,2004,Arkansas,6 304
All Cancer Sites Combined,2004,California,53 700
All Cancer Sites Combined,2004,Colorado,6 196
All Cancer Sites Combined,2004,Connecticut,7 174
All Cancer Sites Combined,2004,Delaware,1 827
All Cancer Sites Combined,2004,District of Columbia,1 152
All Cancer Sites Combined,2004,Florida,39 840
All Cancer Sites Combined,2004,Georgia,14 313
All Cancer Sites Combined,2004,Hawaii,2 088
All Cancer Sites Combined,2004,Idaho,2 227
All Cancer Sites Combined,2004,Illinois,24 289
All Cancer Sites Combined,2004,Indiana,12 552
All Cancer Sites Combined,2004,Iowa,6 340
All Cancer Sites Combined,2004,Kansas,5 312
All Cancer Sites Combined,2004,Kentucky,9 159
All Cancer Sites Combined,2004,Louisiana,9 434
All Cancer Sites Combined,2004,Maine,3 124
All Cancer Sites Combined,2004,Maryland,10 168
All Cancer Sites Combined,2004,Massachusetts,13 337
All Cancer Sites Combined,2004,Michigan,19 653
All Cancer Sites Combined,2004,Minnesota,9 093
All Cancer Sites Combined,2004,Mississippi,5 983
All Cancer Sites Combined,2004,Missouri,12 449
All Cancer Sites Combined,2004,Montana,1 867
All Cancer Sites Combined,2004,Nebraska,3 270
All Cancer Sites Combined,2004,Nevada,4 119
All Cancer Sites Combined,2004,New Hampshire,2 554
All Cancer Sites Combined,2004,New Jersey,17 206
All Cancer Sites Combined,2004,New Mexico,3 035
All Cancer Sites Combined,2004,New York,36 100
All Cancer Sites Combined,2004,North Carolina,16 477
All Cancer Sites Combined,2004,North Dakota,1 265
All Cancer Sites Combined,2004,Ohio,24 940
All Cancer Sites Combined,2004,Oklahoma,7 269
All Cancer Sites Combined,2004,Oregon,7 236
All Cancer Sites Combined,2004,Pennsylvania,29 422
All Cancer Sites Combined,2004,Rhode Island,2 418
All Cancer Sites Combined,2004,South Carolina,8 348
All Cancer Sites Combined,2004,South Dakota,1 555
All Cancer Sites Combined,2004,Tennessee,12 586
All Cancer Sites Combined,2004,Texas,33 937
All Cancer Sites Combined,2004,Utah,2 445
All Cancer Sites Combined,2004,Vermont,1 212
All Cancer Sites Combined,2004,Virginia,13 384
All Cancer Sites Combined,2004,Washington,10 989
All Cancer Sites Combined,2004,West Virginia,4 694
All Cancer Sites Combined,2004,Wisconsin,10 861
All Cancer Sites Combined,2004,Wyoming,875
All Cancer Sites Combined,2005,Alabama,9 913
All Cancer Sites Combined,2005,Alaska,732
All Cancer Sites Combined,2005,Arizona,9 820
All Cancer Sites Combined,2005,Arkansas,6 361
All Cancer Sites Combined,2005,California,54 729
All Cancer Sites Combined,2005,Colorado,6 395
All Cancer Sites Combined,2005,Connecticut,7 052
All Cancer Sites Combined,2005,Delaware,1 799
All Cancer Sites Combined,2005,District of Columbia,1 150
All Cancer Sites Combined,2005,Florida,40 592
All Cancer Sites Combined,2005,Georgia,14 358
All Cancer Sites Combined,2005,Hawaii,2 169
All Cancer Sites Combined,2005,Idaho,2 368
All Cancer Sites Combined,2005,Illinois,24 250
All Cancer Sites Combined,2005,Indiana,12 796
All Cancer Sites Combined,2005,Iowa,6 453
All Cancer Sites Combined,2005,Kansas,5 428
All Cancer Sites Combined,2005,Kentucky,9 505
All Cancer Sites Combined,2005,Louisiana,9 249
All Cancer Sites Combined,2005,Maine,3 218
All Cancer Sites Combined,2005,Maryland,10 371
All Cancer Sites Combined,2005,Massachusetts,13 182
All Cancer Sites Combined,2005,Michigan,20 094
All Cancer Sites Combined,2005,Minnesota,8 823
All Cancer Sites Combined,2005,Mississippi,6 065
All Cancer Sites Combined,2005,Missouri,12 417
All Cancer Sites Combined,2005,Montana,1 956
All Cancer Sites Combined,2005,Nebraska,3 355
All Cancer Sites Combined,2005,Nevada,4 238
All Cancer Sites Combined,2005,New Hampshire,2 549
All Cancer Sites Combined,2005,New Jersey,17 171
All Cancer Sites Combined,2005,New Mexico,3 141
All Cancer Sites Combined,2005,New York,35 555
All Cancer Sites Combined,2005,North Carolina,16 724
All Cancer Sites Combined,2005,North Dakota,1 302
All Cancer Sites Combined,2005,Ohio,24 702
All Cancer Sites Combined,2005,Oklahoma,7 446
All Cancer Sites Combined,2005,Oregon,7 326
All Cancer Sites Combined,2005,Pennsylvania,29 615
All Cancer Sites Combined,2005,Rhode Island,2 291
All Cancer Sites Combined,2005,South Carolina,8 652
All Cancer Sites Combined,2005,South Dakota,1 612
All Cancer Sites Combined,2005,Tennessee,12 995
All Cancer Sites Combined,2005,Texas,34 291
All Cancer Sites Combined,2005,Utah,2 520
All Cancer Sites Combined,2005,Vermont,1 202
All Cancer Sites Combined,2005,Virginia,13 877
All Cancer Sites Combined,2005,Washington,11 048
All Cancer Sites Combined,2005,West Virginia,4 617
All Cancer Sites Combined,2005,Wisconsin,10 943
All Cancer Sites Combined,2005,Wyoming,886
All Cancer Sites Combined,2006,Alabama,9 899
All Cancer Sites Combined,2006,Alaska,790
All Cancer Sites Combined,2006,Arizona,9 918
All Cancer Sites Combined,2006,Arkansas,6 177
All Cancer Sites Combined,2006,California,54 140
All Cancer Sites Combined,2006,Colorado,6 550
All Cancer Sites Combined,2006,Connecticut,7 044
All Cancer Sites Combined,2006,Delaware,1 780
All Cancer Sites Combined,2006,District of Columbia,1 178
All Cancer Sites Combined,2006,Florida,40 415
All Cancer Sites Combined,2006,Georgia,14 474
All Cancer Sites Combined,2006,Hawaii,2 171
All Cancer Sites Combined,2006,Idaho,2 306
All Cancer Sites Combined,2006,Illinois,24 083
All Cancer Sites Combined,2006,Indiana,12 903
All Cancer Sites Combined,2006,Iowa,6 359
All Cancer Sites Combined,2006,Kansas,5 343
All Cancer Sites Combined,2006,Kentucky,9 394
All Cancer Sites Combined,2006,Louisiana,8 853
All Cancer Sites Combined,2006,Maine,3 089
All Cancer Sites Combined,2006,Maryland,10 350
All Cancer Sites Combined,2006,Massachusetts,13 407
All Cancer Sites Combined,2006,Michigan,20 192
All Cancer Sites Combined,2006,Minnesota,9 079
All Cancer Sites Combined,2006,Mississippi,6 236
All Cancer Sites Combined,2006,Missouri,12 519
All Cancer Sites Combined,2006,Montana,1 943
All Cancer Sites Combined,2006,Nebraska,3 430
All Cancer Sites Combined,2006,Nevada,4 225
All Cancer Sites Combined,2006,New Hampshire,2 534
All Cancer Sites Combined,2006,New Jersey,17 180
All Cancer Sites Combined,2006,New Mexico,3 147
All Cancer Sites Combined,2006,New York,35 283
All Cancer Sites Combined,2006,North Carolina,17 318
All Cancer Sites Combined,2006,North Dakota,1 387
All Cancer Sites Combined,2006,Ohio,24 975
All Cancer Sites Combined,2006,Oklahoma,7 491
All Cancer Sites Combined,2006,Oregon,7 309
All Cancer Sites Combined,2006,Pennsylvania,29 170
All Cancer Sites Combined,2006,Rhode Island,2 250
All Cancer Sites Combined,2006,South Carolina,8 853
All Cancer Sites Combined,2006,South Dakota,1 570
All Cancer Sites Combined,2006,Tennessee,13 051
All Cancer Sites Combined,2006,Texas,34 938
All Cancer Sites Combined,2006,Utah,2 615
All Cancer Sites Combined,2006,Vermont,1 214
All Cancer Sites Combined,2006,Virginia,13 828
All Cancer Sites Combined,2006,Washington,11 055
All Cancer Sites Combined,2006,West Virginia,4 613
All Cancer Sites Combined,2006,Wisconsin,10 925
All Cancer Sites Combined,2006,Wyoming,927
All Cancer Sites Combined,2007,Alabama,10 025
All Cancer Sites Combined,2007,Alaska,839
All Cancer Sites Combined,2007,Arizona,10 133
All Cancer Sites Combined,2007,Arkansas,6 388
All Cancer Sites Combined,2007,California,55 011
All Cancer Sites Combined,2007,Colorado,6 617
All Cancer Sites Combined,2007,Connecticut,6 827
All Cancer Sites Combined,2007,Delaware,1 852
All Cancer Sites Combined,2007,District of Columbia,1 169
All Cancer Sites Combined,2007,Florida,40 088
All Cancer Sites Combined,2007,Georgia,14 983
All Cancer Sites Combined,2007,Hawaii,2 214
All Cancer Sites Combined,2007,Idaho,2 405
All Cancer Sites Combined,2007,Illinois,24 113
All Cancer Sites Combined,2007,Indiana,12 778
All Cancer Sites Combined,2007,Iowa,6 376
All Cancer Sites Combined,2007,Kansas,5 406
All Cancer Sites Combined,2007,Kentucky,9 692
All Cancer Sites Combined,2007,Louisiana,8 736
All Cancer Sites Combined,2007,Maine,3 112
All Cancer Sites Combined,2007,Maryland,10 179
All Cancer Sites Combined,2007,Massachusetts,13 003
All Cancer Sites Combined,2007,Michigan,20 087
All Cancer Sites Combined,2007,Minnesota,9 176
All Cancer Sites Combined,2007,Mississippi,6 001
All Cancer Sites Combined,2007,Missouri,12 380
All Cancer Sites Combined,2007,Montana,1 921
All Cancer Sites Combined,2007,Nebraska,3 479
All Cancer Sites Combined,2007,Nevada,4 331
All Cancer Sites Combined,2007,New Hampshire,2 609
All Cancer Sites Combined,2007,New Jersey,17 096
All Cancer Sites Combined,2007,New Mexico,3 236
All Cancer Sites Combined,2007,New York,35 485
All Cancer Sites Combined,2007,North Carolina,17 478
All Cancer Sites Combined,2007,North Dakota,1 264
All Cancer Sites Combined,2007,Ohio,25 230
All Cancer Sites Combined,2007,Oklahoma,7 727
All Cancer Sites Combined,2007,Oregon,7 393
All Cancer Sites Combined,2007,Pennsylvania,29 013
All Cancer Sites Combined,2007,Rhode Island,2 213
All Cancer Sites Combined,2007,South Carolina,8 867
All Cancer Sites Combined,2007,South Dakota,1 612
All Cancer Sites Combined,2007,Tennessee,13 161
All Cancer Sites Combined,2007,Texas,35 074
All Cancer Sites Combined,2007,Utah,2 572
All Cancer Sites Combined,2007,Vermont,1 346
All Cancer Sites Combined,2007,Virginia,14 009
All Cancer Sites Combined,2007,Washington,11 568
All Cancer Sites Combined,2007,West Virginia,4 690
All Cancer Sites Combined,2007,Wisconsin,10 963
All Cancer Sites Combined,2007,Wyoming,940
All Cancer Sites Combined,2008,Alabama,10 182
All Cancer Sites Combined,2008,Alaska,867
All Cancer Sites Combined,2008,Arizona,10 081
All Cancer Sites Combined,2008,Arkansas,6 526
All Cancer Sites Combined,2008,California,54 686
All Cancer Sites Combined,2008,Colorado,6 719
All Cancer Sites Combined,2008,Connecticut,6 830
All Cancer Sites Combined,2008,Delaware,1 912
All Cancer Sites Combined,2008,District of Columbia,1 143
All Cancer Sites Combined,2008,Florida,40 814
All Cancer Sites Combined,2008,Georgia,14 621
All Cancer Sites Combined,2008,Hawaii,2 194
All Cancer Sites Combined,2008,Idaho,2 511
All Cancer Sites Combined,2008,Illinois,24 298
All Cancer Sites Combined,2008,Indiana,13 136
All Cancer Sites Combined,2008,Iowa,6 424
All Cancer Sites Combined,2008,Kansas,5 294
All Cancer Sites Combined,2008,Kentucky,9 589
All Cancer Sites Combined,2008,Louisiana,9 197
All Cancer Sites Combined,2008,Maine,3 093
All Cancer Sites Combined,2008,Maryland,10 360
All Cancer Sites Combined,2008,Massachusetts,13 031
All Cancer Sites Combined,2008,Michigan,20 211
All Cancer Sites Combined,2008,Minnesota,9 446
All Cancer Sites Combined,2008,Mississippi,6 165
All Cancer Sites Combined,2008,Missouri,12 522
All Cancer Sites Combined,2008,Montana,1 862
All Cancer Sites Combined,2008,Nebraska,3 376
All Cancer Sites Combined,2008,Nevada,4 404
All Cancer Sites Combined,2008,New Hampshire,2 576
All Cancer Sites Combined,2008,New Jersey,16 874
All Cancer Sites Combined,2008,New Mexico,3 355
